id_deudor,segmento,producto,departamento,tramo_mora,dias_mora,monto_deuda,score_buro,contactabilidad,probpago,decil,segmento_propension,estrategia,descuento_recomendado,plan_cuotas,canal_recomendado,valor_esperado_recupero,prioridad,pago,guion
KB-110358,Retail,Tarjeta de crédito,Canelones,1-30,15,16880.0,632,0.438,0.9244,9,Alta,Recordatorio suave,0.0,1,SMS,15604.5733,7055,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 16,880 (ref. KB-110358). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110359,Retail,Crédito automotor,Canelones,1-30,19,8610.0,508,0.516,0.8773,8,Alta,Recordatorio suave,0.0,1,SMS,7553.5334,9057,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 8,610 (ref. KB-110359). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110360,Retail,Microcrédito,Maldonado,1-30,25,17440.0,732,0.601,0.9635,10,Alta,Recordatorio suave,0.0,1,SMS,16804.1519,6813,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 17,440 (ref. KB-110360). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110361,Pyme,Crédito automotor,Canelones,31-60,33,60780.0,428,0.698,0.4667,4,Media,Plan de cuotas,0.1,3,WhatsApp,25529.5621,5240,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 60,780 en 3 cuotas de $U 18,234 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110362,Pyme,Cuenta corriente,Canelones,180+,318,114220.0,561,0.504,0.1685,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,Email,10584.8664,8240,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 62,821 (45% de descuento sobre $U 114,220) cancela toda su deuda. Es por tiempo limitado."
KB-110363,Pyme,Crédito automotor,Canelones,31-60,33,70250.0,250,0.55,0.0715,1,Baja,Quita agresiva por pago único,0.3,1,Llamada,3514.5404,10363,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 49,175 (30% de descuento sobre $U 70,250) cancela toda su deuda. Es por tiempo limitado."
KB-110364,Pyme,Préstamo personal,San José,1-30,13,115260.0,534,0.436,0.4669,4,Media,Plan de cuotas,0.1,3,Llamada,48437.62,3199,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 115,260 en 3 cuotas de $U 34,578 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110365,Pyme,Crédito automotor,Canelones,31-60,59,147970.0,589,0.648,0.7977,7,Alta,Pago total facilitado,0.05,1,Llamada,112131.4137,1530,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 147,970. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 140,572. ¿Coordinamos el pago?"
KB-110366,Retail,Financiación retail,Montevideo,1-30,26,38030.0,526,0.658,0.9182,9,Alta,Recordatorio suave,0.0,1,WhatsApp,34918.0426,4166,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 38,030 (ref. KB-110366). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110367,Retail,Préstamo personal,Rivera,1-30,12,64820.0,583,0.481,0.9177,9,Alta,Recordatorio suave,0.0,1,Llamada,59484.4392,2675,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 64,820 (ref. KB-110367). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110368,Retail,Tarjeta de crédito,Canelones,1-30,17,33650.0,592,0.586,0.8372,7,Alta,Recordatorio suave,0.0,1,WhatsApp,28170.8727,4910,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 33,650 (ref. KB-110368). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110369,Corporativo,Préstamo personal,San José,31-60,39,1183580.0,582,0.474,0.7669,6,Alta,Pago total facilitado,0.05,1,Llamada,862354.3028,137,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 1,183,580. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 1,124,401. ¿Coordinamos el pago?"
KB-110370,Retail,Tarjeta de crédito,Montevideo,31-60,37,28660.0,426,0.975,0.5782,5,Media,Plan de cuotas,0.1,3,Email,14915.0415,7199,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 28,660 en 3 cuotas de $U 8,598 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110371,Retail,Crédito automotor,Montevideo,1-30,8,31200.0,702,0.665,0.958,10,Alta,Recordatorio suave,0.0,1,Email,29888.107,4695,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 31,200 (ref. KB-110371). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110372,Pyme,Tarjeta de crédito,Canelones,31-60,38,35070.0,572,0.37,0.7658,6,Alta,Pago total facilitado,0.05,1,Llamada,25512.5966,5241,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 35,070. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 33,316. ¿Coordinamos el pago?"
KB-110373,Retail,Préstamo personal,Colonia,61-90,78,26410.0,785,0.99,0.9495,9,Alta,Pago total facilitado,0.05,1,SMS,23823.013,5510,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 26,410. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 25,090. ¿Coordinamos el pago?"
KB-110374,Retail,Préstamo personal,Trinidad,91-180,138,13580.0,449,0.636,0.0544,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,406.3932,11892,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 7,469 (45% de descuento sobre $U 13,580) cancela toda su deuda. Es por tiempo limitado."
KB-110375,Corporativo,Microcrédito,Canelones,31-60,40,209960.0,599,0.512,0.7864,7,Alta,Pago total facilitado,0.05,1,Llamada,156847.5063,1082,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 209,960. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 199,462. ¿Coordinamos el pago?"
KB-110376,Corporativo,Préstamo personal,Paysandú,31-60,38,574830.0,633,0.688,0.8556,7,Alta,Pago total facilitado,0.05,1,Llamada,467231.5248,334,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 574,830. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 546,088. ¿Coordinamos el pago?"
KB-110377,Retail,Tarjeta de crédito,Montevideo,91-180,123,15340.0,582,0.7,0.8838,8,Alta,Pago total facilitado,0.05,1,WhatsApp,12879.9836,7653,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 15,340. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 14,573. ¿Coordinamos el pago?"
KB-110378,Pyme,Préstamo personal,Canelones,91-180,98,290640.0,468,0.738,0.09,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,14386.6163,7315,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 159,852 (45% de descuento sobre $U 290,640) cancela toda su deuda. Es por tiempo limitado."
KB-110379,Retail,Préstamo personal,Montevideo,91-180,153,22040.0,620,0.349,0.6199,5,Media,Plan de cuotas + quita moderada,0.2,6,Llamada,10930.451,8147,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 22,040 en 6 cuotas de $U 2,939 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110380,Retail,Financiación retail,Canelones,31-60,44,17970.0,593,0.539,0.7619,6,Alta,Pago total facilitado,0.05,1,Llamada,13006.3998,7620,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 17,970. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 17,072. ¿Coordinamos el pago?"
KB-110381,Corporativo,Tarjeta de crédito,Rocha,61-90,79,84230.0,693,0.6,0.9474,9,Alta,Pago total facilitado,0.05,1,Llamada,75811.613,2192,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 84,230. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 80,018. ¿Coordinamos el pago?"
KB-110382,Retail,Préstamo personal,Montevideo,180+,184,106800.0,651,0.472,0.523,5,Media,Plan de cuotas + quita moderada,0.2,6,Llamada,44687.6978,3433,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 106,800 en 6 cuotas de $U 14,240 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110383,Pyme,Tarjeta de crédito,Colonia,91-180,157,123320.0,668,0.402,0.539,5,Media,Plan de cuotas + quita moderada,0.2,6,Llamada,53178.7495,2933,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 123,320 en 6 cuotas de $U 16,443 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110384,Retail,Tarjeta de crédito,Montevideo,1-30,24,35790.0,667,0.45,0.9682,10,Alta,Recordatorio suave,0.0,1,Email,34651.9378,4198,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 35,790 (ref. KB-110384). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110385,Pyme,Microcrédito,Maldonado,91-180,131,86720.0,687,0.588,0.9271,9,Alta,Pago total facilitado,0.05,1,Llamada,76378.8273,2172,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 86,720. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 82,384. ¿Coordinamos el pago?"
KB-110386,Retail,Financiación retail,Tacuarembó,1-30,22,17880.0,449,0.859,0.3692,4,Media,Plan de cuotas,0.1,3,Llamada,5941.8938,9540,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 17,880 en 3 cuotas de $U 5,364 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110387,Retail,Préstamo personal,Montevideo,180+,218,106740.0,875,0.209,0.6926,6,Alta,Pago total facilitado,0.05,1,WhatsApp,70235.1997,2353,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 106,740. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 101,403. ¿Coordinamos el pago?"
KB-110388,Retail,Tarjeta de crédito,Montevideo,61-90,78,37840.0,684,0.463,0.9411,9,Alta,Pago total facilitado,0.05,1,WhatsApp,33831.1703,4256,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 37,840. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 35,948. ¿Coordinamos el pago?"
KB-110389,Retail,Préstamo personal,Montevideo,61-90,87,45360.0,683,0.696,0.9564,10,Alta,Pago total facilitado,0.05,1,Email,41211.2378,3659,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 45,360. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 43,092. ¿Coordinamos el pago?"
KB-110390,Retail,Tarjeta de crédito,Canelones,91-180,99,42350.0,363,0.701,0.1142,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,Llamada,2659.0336,10697,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 23,293 (45% de descuento sobre $U 42,350) cancela toda su deuda. Es por tiempo limitado."
KB-110391,Retail,Financiación retail,Montevideo,1-30,24,11940.0,431,0.909,0.7867,7,Alta,Recordatorio suave,0.0,1,Email,9393.6122,8541,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 11,940 (ref. KB-110391). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110392,Retail,Microcrédito,Maldonado,1-30,30,12510.0,858,0.443,0.986,10,Alta,Recordatorio suave,0.0,1,WhatsApp,12334.9572,7797,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 12,510 (ref. KB-110392). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110393,Pyme,Financiación retail,Salto,31-60,55,110040.0,526,0.415,0.9482,9,Alta,Pago total facilitado,0.05,1,Llamada,99124.5148,1729,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 110,040. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 104,538. ¿Coordinamos el pago?"
KB-110394,Retail,Tarjeta de crédito,Montevideo,1-30,18,15480.0,359,0.696,0.2967,3,Baja,Quita agresiva por pago único,0.3,1,Email,3215.5477,10477,1,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 10,836 (30% de descuento sobre $U 15,480) cancela toda su deuda. Es por tiempo limitado."
KB-110395,Retail,Préstamo personal,Colonia,31-60,55,5380.0,685,0.573,0.9349,9,Alta,Pago total facilitado,0.05,1,Llamada,4778.3459,9924,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 5,380. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 5,111. ¿Coordinamos el pago?"
KB-110396,Retail,Crédito automotor,Montevideo,1-30,25,20280.0,366,0.556,0.223,3,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,3166.3669,10493,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 14,196 (30% de descuento sobre $U 20,280) cancela toda su deuda. Es por tiempo limitado."
KB-110397,Pyme,Préstamo personal,Montevideo,1-30,2,177050.0,488,0.805,0.6967,6,Alta,Recordatorio suave,0.0,1,WhatsApp,123356.0035,1372,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 177,050 (ref. KB-110397). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110398,Pyme,Préstamo personal,Maldonado,61-90,62,133450.0,579,0.767,0.6391,5,Media,Plan de cuotas,0.1,3,Email,76757.0483,2161,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 133,450 en 3 cuotas de $U 40,035 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110399,Retail,Tarjeta de crédito,Canelones,61-90,70,51960.0,567,0.302,0.1875,2,Baja,Quita agresiva por pago único,0.3,1,SMS,6819.3071,9278,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 36,372 (30% de descuento sobre $U 51,960) cancela toda su deuda. Es por tiempo limitado."
KB-110400,Retail,Préstamo personal,Montevideo,61-90,82,27820.0,517,0.514,0.4204,4,Media,Plan de cuotas,0.1,3,SMS,10526.0494,8263,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 27,820 en 3 cuotas de $U 8,346 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110401,Pyme,Préstamo personal,Montevideo,31-60,35,111880.0,601,0.818,0.7897,7,Alta,Pago total facilitado,0.05,1,Llamada,83930.7702,1998,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 111,880. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 106,286. ¿Coordinamos el pago?"
KB-110402,Pyme,Tarjeta de crédito,Montevideo,31-60,47,267580.0,584,0.438,0.5246,5,Media,Plan de cuotas,0.1,3,WhatsApp,126346.7716,1338,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 267,580 en 3 cuotas de $U 80,274 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110403,Retail,Crédito automotor,Montevideo,61-90,61,29220.0,572,0.648,0.8122,7,Alta,Pago total facilitado,0.05,1,Email,22547.027,5731,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 29,220. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 27,759. ¿Coordinamos el pago?"
KB-110404,Pyme,Financiación retail,Canelones,31-60,33,464700.0,595,0.468,0.6164,5,Media,Plan de cuotas,0.1,3,Llamada,257795.3957,635,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 464,700 en 3 cuotas de $U 139,410 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110405,Pyme,Microcrédito,Montevideo,180+,279,104940.0,610,0.283,0.0893,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,Email,5152.9734,9792,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 57,717 (45% de descuento sobre $U 104,940) cancela toda su deuda. Es por tiempo limitado."
KB-110406,Retail,Financiación retail,Maldonado,61-90,71,28080.0,674,0.636,0.6945,6,Alta,Pago total facilitado,0.05,1,WhatsApp,18527.1213,6447,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 28,080. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 26,676. ¿Coordinamos el pago?"
KB-110407,Pyme,Crédito automotor,Maldonado,31-60,52,97390.0,711,0.644,0.9021,8,Alta,Pago total facilitado,0.05,1,Llamada,83460.9709,2006,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 97,390. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 92,520. ¿Coordinamos el pago?"
KB-110408,Retail,Cuenta corriente,Canelones,31-60,47,28210.0,523,0.462,0.6201,5,Media,Plan de cuotas,0.1,3,WhatsApp,15743.0685,7026,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 28,210 en 3 cuotas de $U 8,463 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110409,Retail,Cuenta corriente,Montevideo,91-180,149,54130.0,334,0.624,0.0321,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,Llamada,956.7343,11546,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 29,772 (45% de descuento sobre $U 54,130) cancela toda su deuda. Es por tiempo limitado."
KB-110410,Retail,Microcrédito,San José,1-30,24,14880.0,773,0.842,0.9834,10,Alta,Recordatorio suave,0.0,1,WhatsApp,14633.6783,7267,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 14,880 (ref. KB-110410). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110411,Pyme,Microcrédito,Montevideo,1-30,21,132780.0,555,0.689,0.6646,6,Alta,Recordatorio suave,0.0,1,WhatsApp,88246.881,1914,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 132,780 (ref. KB-110411). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110412,Retail,Cuenta corriente,Montevideo,91-180,130,8920.0,570,0.768,0.7746,6,Alta,Pago total facilitado,0.05,1,Llamada,6563.9481,9355,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 8,920. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 8,474. ¿Coordinamos el pago?"
KB-110413,Retail,Tarjeta de crédito,Canelones,61-90,81,5780.0,707,0.293,0.936,9,Alta,Pago total facilitado,0.05,1,WhatsApp,5139.3292,9797,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 5,780. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 5,491. ¿Coordinamos el pago?"
KB-110414,Retail,Tarjeta de crédito,Montevideo,1-30,27,15780.0,423,0.378,0.4789,4,Media,Plan de cuotas,0.1,3,WhatsApp,6801.0604,9286,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 15,780 en 3 cuotas de $U 4,734 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110415,Retail,Tarjeta de crédito,Montevideo,1-30,9,62430.0,803,0.913,0.9875,10,Alta,Recordatorio suave,0.0,1,WhatsApp,61651.722,2594,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 62,430 (ref. KB-110415). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110416,Retail,Microcrédito,Colonia,1-30,9,27010.0,620,0.647,0.7898,7,Alta,Recordatorio suave,0.0,1,WhatsApp,21332.5906,5922,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 27,010 (ref. KB-110416). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110417,Retail,Cuenta corriente,San José,1-30,10,12290.0,514,0.78,0.8912,8,Alta,Recordatorio suave,0.0,1,Llamada,10952.6551,8139,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 12,290 (ref. KB-110417). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110418,Pyme,Préstamo personal,Montevideo,180+,200,42980.0,318,0.598,0.0213,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,504.5694,11833,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 23,639 (45% de descuento sobre $U 42,980) cancela toda su deuda. Es por tiempo limitado."
KB-110419,Retail,Financiación retail,Montevideo,1-30,21,8570.0,393,0.707,0.5676,5,Media,Plan de cuotas,0.1,3,WhatsApp,4377.6892,10045,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 8,570 en 3 cuotas de $U 2,571 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110420,Pyme,Tarjeta de crédito,Montevideo,180+,294,121290.0,598,0.555,0.0977,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,6516.7778,9371,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 66,710 (45% de descuento sobre $U 121,290) cancela toda su deuda. Es por tiempo limitado."
KB-110421,Retail,Microcrédito,Canelones,1-30,23,17500.0,800,0.44,0.9794,10,Alta,Recordatorio suave,0.0,1,Llamada,17139.2554,6741,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 17,500 (ref. KB-110421). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110422,Retail,Tarjeta de crédito,Montevideo,1-30,11,31460.0,597,0.429,0.7121,6,Alta,Recordatorio suave,0.0,1,WhatsApp,22403.4146,5752,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 31,460 (ref. KB-110422). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110423,Retail,Tarjeta de crédito,Montevideo,91-180,99,73960.0,668,0.532,0.9673,10,Alta,Pago total facilitado,0.05,1,Llamada,67965.7731,2426,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 73,960. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 70,262. ¿Coordinamos el pago?"
KB-110424,Pyme,Préstamo personal,Canelones,31-60,48,110170.0,809,0.739,0.9233,9,Alta,Pago total facilitado,0.05,1,WhatsApp,96638.3573,1768,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 110,170. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 104,662. ¿Coordinamos el pago?"
KB-110425,Retail,Tarjeta de crédito,Soriano,31-60,47,45160.0,349,0.72,0.2167,3,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,6851.5804,9267,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 31,612 (30% de descuento sobre $U 45,160) cancela toda su deuda. Es por tiempo limitado."
KB-110426,Pyme,Tarjeta de crédito,Salto,61-90,68,35830.0,631,0.471,0.9492,9,Alta,Pago total facilitado,0.05,1,SMS,32307.8002,4415,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 35,830. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 34,038. ¿Coordinamos el pago?"
KB-110427,Pyme,Préstamo personal,Montevideo,91-180,111,175470.0,466,0.56,0.6136,5,Media,Plan de cuotas + quita moderada,0.2,6,SMS,86141.222,1956,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 175,470 en 6 cuotas de $U 23,396 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110428,Pyme,Préstamo personal,Canelones,31-60,43,62240.0,838,0.482,0.8827,8,Alta,Pago total facilitado,0.05,1,Llamada,52192.8963,2986,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 62,240. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 59,128. ¿Coordinamos el pago?"
KB-110429,Pyme,Financiación retail,Montevideo,31-60,47,183940.0,388,0.492,0.4607,4,Media,Plan de cuotas,0.1,3,WhatsApp,76272.9603,2176,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 183,940 en 3 cuotas de $U 55,182 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110430,Pyme,Préstamo personal,Durazno,31-60,37,94510.0,347,0.583,0.1791,2,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,11845.5151,7919,1,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 66,157 (30% de descuento sobre $U 94,510) cancela toda su deuda. Es por tiempo limitado."
KB-110431,Retail,Microcrédito,Montevideo,61-90,62,16620.0,592,0.918,0.3852,4,Media,Plan de cuotas,0.1,3,Email,5761.3653,9611,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 16,620 en 3 cuotas de $U 4,986 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110432,Retail,Préstamo personal,Montevideo,91-180,93,14790.0,803,0.511,0.905,8,Alta,Pago total facilitado,0.05,1,SMS,12715.9978,7700,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 14,790. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 14,050. ¿Coordinamos el pago?"
KB-110433,Pyme,Préstamo personal,Montevideo,1-30,23,84740.0,578,0.638,0.5861,5,Media,Plan de cuotas,0.1,3,WhatsApp,44701.5739,3431,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 84,740 en 3 cuotas de $U 25,422 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110434,Pyme,Préstamo personal,Montevideo,31-60,37,82930.0,559,0.739,0.4173,4,Media,Plan de cuotas,0.1,3,Email,31149.433,4532,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 82,930 en 3 cuotas de $U 24,879 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110435,Pyme,Financiación retail,Montevideo,91-180,118,75560.0,763,0.629,0.9617,10,Alta,Pago total facilitado,0.05,1,Email,69034.4317,2391,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 75,560. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 71,782. ¿Coordinamos el pago?"
KB-110436,Pyme,Tarjeta de crédito,Soriano,180+,259,158810.0,510,0.171,0.1029,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,8985.0183,8645,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 87,346 (45% de descuento sobre $U 158,810) cancela toda su deuda. Es por tiempo limitado."
