id_deudor,segmento,producto,departamento,monto_deuda,dias_mora,cuotas_atrasadas,antiguedad_cliente_meses,score_buro,ingreso_estimado,pagos_ultimos_12m,promesas_cumplidas,promesas_incumplidas,contactabilidad,gestiones_previas,canal_preferido,pago,tramo_mora
KB-110883,Pyme,Tarjeta de crédito,Montevideo,156650.0,50,1,95,698,24600.0,11,4,1,0.887,2,Llamada,1,31-60
KB-110884,Retail,Cuenta corriente,Canelones,7760.0,18,1,28,595,34800.0,5,2,2,0.712,7,Llamada,1,1-30
KB-110885,Retail,Crédito automotor,Maldonado,23550.0,32,1,148,566,37000.0,5,1,0,0.633,5,WhatsApp,0,31-60
KB-110886,Retail,Préstamo personal,Maldonado,4530.0,371,12,110,431,148700.0,3,3,2,0.21,9,WhatsApp,0,180+
KB-110887,Pyme,Crédito automotor,Maldonado,48450.0,43,1,71,494,45400.0,8,3,1,0.695,3,WhatsApp,0,31-60
KB-110888,Retail,Crédito automotor,Artigas,54830.0,104,4,45,576,28800.0,4,4,0,0.403,4,Llamada,1,91-180
KB-110889,Pyme,Crédito automotor,Durazno,803140.0,283,10,123,765,137300.0,7,5,0,0.72,12,WhatsApp,1,180+
KB-110890,Pyme,Préstamo personal,Montevideo,151990.0,36,1,53,729,70500.0,8,0,2,0.856,5,WhatsApp,1,31-60
KB-110891,Corporativo,Tarjeta de crédito,Rivera,779490.0,67,3,58,677,55600.0,4,2,2,0.502,9,Llamada,1,61-90
KB-110892,Retail,Tarjeta de crédito,Montevideo,101400.0,130,4,12,745,57800.0,6,2,3,0.541,6,WhatsApp,1,91-180
KB-110893,Pyme,Tarjeta de crédito,Montevideo,83430.0,96,4,145,498,43300.0,7,5,1,0.3,5,WhatsApp,1,91-180
KB-110894,Retail,Cuenta corriente,Montevideo,17180.0,83,2,65,349,52300.0,8,1,2,0.461,5,WhatsApp,0,61-90
KB-110895,Pyme,Préstamo personal,Artigas,188120.0,30,1,86,501,50800.0,3,3,0,0.606,4,Llamada,1,1-30
KB-110896,Retail,Préstamo personal,San José,18200.0,60,2,81,405,34900.0,7,4,7,0.664,2,WhatsApp,0,31-60
KB-110897,Pyme,Tarjeta de crédito,Montevideo,60440.0,85,2,40,728,45300.0,8,4,3,0.363,4,Email,1,61-90
KB-110898,Retail,Préstamo personal,Canelones,8840.0,27,1,113,426,69100.0,4,0,2,0.563,4,WhatsApp,1,1-30
KB-110899,Retail,Tarjeta de crédito,Colonia,19230.0,49,1,94,514,24600.0,9,4,0,0.562,4,WhatsApp,1,31-60
KB-110900,Retail,Tarjeta de crédito,Montevideo,13290.0,28,1,102,765,121600.0,6,2,0,0.777,0,Email,1,1-30
KB-110901,Pyme,Microcrédito,Montevideo,125840.0,116,4,58,424,29800.0,2,0,3,0.567,4,Email,0,91-180
KB-110902,Pyme,Financiación retail,San José,375300.0,99,3,64,739,46900.0,7,5,1,0.523,6,Llamada,1,91-180
KB-110903,Retail,Cuenta corriente,Montevideo,11890.0,72,3,50,517,37100.0,4,0,0,0.521,5,WhatsApp,1,61-90
KB-110904,Retail,Cuenta corriente,Salto,13830.0,45,1,56,684,26500.0,11,3,2,0.689,6,Llamada,1,31-60
KB-110905,Retail,Tarjeta de crédito,Montevideo,39750.0,9,1,86,559,8600.0,5,5,2,0.64,4,WhatsApp,1,1-30
KB-110906,Retail,Financiación retail,Paysandú,19590.0,148,5,7,379,30100.0,2,4,4,0.232,4,WhatsApp,0,91-180
KB-110907,Corporativo,Cuenta corriente,Montevideo,445880.0,67,3,19,250,54400.0,3,2,1,0.586,5,SMS,0,61-90
KB-110908,Retail,Financiación retail,Montevideo,34180.0,65,3,71,565,40600.0,3,0,2,0.536,4,WhatsApp,1,61-90
KB-110909,Pyme,Financiación retail,Maldonado,288580.0,20,1,146,331,25500.0,11,2,0,0.523,4,Email,0,1-30
KB-110910,Pyme,Crédito automotor,Montevideo,339100.0,32,1,145,659,38300.0,9,4,4,0.402,3,Llamada,1,31-60
KB-110911,Corporativo,Microcrédito,Durazno,710440.0,39,1,32,519,42600.0,9,0,2,0.677,4,Email,0,31-60
KB-110912,Retail,Préstamo personal,Maldonado,43800.0,21,1,133,367,46600.0,7,2,2,0.791,2,Llamada,0,1-30
KB-110913,Retail,Tarjeta de crédito,Artigas,19520.0,9,1,166,404,94500.0,4,3,1,0.535,2,WhatsApp,1,1-30
KB-110914,Retail,Cuenta corriente,Colonia,18630.0,50,2,61,416,50700.0,6,0,0,0.685,6,WhatsApp,0,31-60
KB-110915,Pyme,Préstamo personal,San José,62580.0,30,1,2,564,32200.0,5,0,3,0.449,3,Llamada,0,1-30
KB-110916,Corporativo,Tarjeta de crédito,Montevideo,197540.0,72,3,123,573,23600.0,5,3,1,0.348,4,WhatsApp,1,61-90
KB-110917,Pyme,Tarjeta de crédito,Montevideo,108020.0,57,2,144,551,40200.0,3,2,3,0.378,3,SMS,1,31-60
KB-110918,Corporativo,Préstamo personal,Montevideo,485390.0,58,2,174,318,78100.0,4,4,3,0.612,2,WhatsApp,0,31-60
KB-110919,Retail,Préstamo personal,Canelones,28700.0,61,2,118,433,44400.0,1,1,0,0.572,0,Llamada,0,61-90
KB-110920,Corporativo,Tarjeta de crédito,Canelones,303310.0,4,1,34,482,27300.0,6,2,0,0.779,1,WhatsApp,0,1-30
KB-110921,Retail,Tarjeta de crédito,Montevideo,6210.0,16,1,152,439,38000.0,6,0,1,0.81,2,Llamada,1,1-30
KB-110922,Pyme,Crédito automotor,Canelones,41790.0,36,1,32,733,39500.0,3,4,1,0.423,4,Llamada,1,31-60
KB-110923,Retail,Cuenta corriente,Montevideo,37730.0,129,4,52,387,42700.0,8,1,0,0.331,6,WhatsApp,0,91-180
KB-110924,Corporativo,Crédito automotor,Canelones,229950.0,30,2,66,722,19800.0,5,3,2,0.663,4,WhatsApp,1,1-30
KB-110925,Retail,Préstamo personal,Paysandú,25560.0,37,2,112,841,21700.0,5,3,0,0.352,5,SMS,1,31-60
KB-110926,Pyme,Préstamo personal,Tacuarembó,180730.0,46,2,178,431,35300.0,4,1,0,0.426,4,Llamada,0,31-60
KB-110927,Pyme,Microcrédito,Canelones,76420.0,12,1,174,601,95400.0,6,3,2,0.431,1,Llamada,1,1-30
KB-110928,Retail,Microcrédito,Artigas,58440.0,17,1,8,460,58100.0,5,3,0,0.734,4,Llamada,0,1-30
KB-110929,Retail,Tarjeta de crédito,Montevideo,30940.0,20,1,104,559,21400.0,7,0,0,0.679,2,Llamada,1,1-30
KB-110930,Retail,Tarjeta de crédito,Canelones,20880.0,13,1,74,542,47300.0,2,0,2,0.696,3,WhatsApp,0,1-30
KB-110931,Pyme,Tarjeta de crédito,Florida,38820.0,197,6,26,472,35400.0,2,1,0,0.599,7,Email,0,180+
KB-110932,Retail,Financiación retail,Treinta y Tres,41620.0,12,1,150,287,62000.0,6,5,0,0.671,3,Llamada,1,1-30
KB-110933,Corporativo,Préstamo personal,Montevideo,520860.0,39,2,26,405,38500.0,5,0,0,0.385,3,Email,1,31-60
KB-110934,Retail,Préstamo personal,Rocha,36740.0,31,1,133,627,20100.0,4,5,0,0.513,2,Llamada,1,31-60
KB-110935,Corporativo,Tarjeta de crédito,Durazno,251710.0,39,1,106,274,31100.0,4,0,1,0.878,5,WhatsApp,0,31-60
KB-110936,Pyme,Microcrédito,Canelones,116450.0,109,4,128,737,72400.0,5,0,1,0.488,6,Email,1,91-180
KB-110937,Retail,Tarjeta de crédito,Montevideo,34070.0,30,2,170,557,41900.0,5,2,2,0.632,1,WhatsApp,0,1-30
KB-110938,Retail,Tarjeta de crédito,Soriano,25550.0,82,2,170,753,42900.0,11,3,1,0.441,5,Email,1,61-90
KB-110939,Corporativo,Tarjeta de crédito,Montevideo,298060.0,28,1,128,602,49100.0,3,3,0,0.93,5,Llamada,1,1-30
KB-110940,Retail,Tarjeta de crédito,Montevideo,23430.0,85,3,175,323,108400.0,9,2,1,0.536,4,WhatsApp,0,61-90
KB-110941,Retail,Préstamo personal,Canelones,12250.0,182,7,38,452,28300.0,8,4,3,0.505,4,WhatsApp,0,180+
KB-110942,Pyme,Crédito automotor,Soriano,192380.0,62,3,12,611,45800.0,5,3,3,0.41,4,WhatsApp,0,61-90
KB-110943,Pyme,Tarjeta de crédito,Durazno,71790.0,125,4,155,496,48400.0,7,1,5,0.4,7,Llamada,0,91-180
KB-110944,Retail,Tarjeta de crédito,Canelones,42090.0,93,4,8,660,126800.0,9,5,2,0.509,4,WhatsApp,1,91-180
KB-110945,Retail,Tarjeta de crédito,San José,24620.0,23,1,36,805,97900.0,9,5,2,0.89,5,WhatsApp,1,1-30
KB-110946,Retail,Crédito automotor,Montevideo,16650.0,251,8,12,794,52900.0,6,3,3,0.259,4,WhatsApp,1,180+
KB-110947,Pyme,Tarjeta de crédito,Colonia,363930.0,6,1,28,637,31000.0,4,4,3,0.669,3,WhatsApp,1,1-30
KB-110948,Retail,Tarjeta de crédito,Florida,79010.0,102,4,30,440,35600.0,6,5,0,0.579,10,SMS,1,91-180
KB-110949,Pyme,Crédito automotor,Montevideo,171320.0,56,1,37,488,96800.0,6,1,4,0.428,5,Llamada,0,31-60
KB-110950,Pyme,Tarjeta de crédito,San José,102000.0,160,6,117,644,61300.0,7,3,2,0.272,8,SMS,0,91-180
KB-110951,Retail,Préstamo personal,Canelones,53860.0,32,1,8,674,17900.0,7,0,2,0.709,4,WhatsApp,0,31-60
KB-110952,Pyme,Crédito automotor,Lavalleja,99240.0,13,1,120,729,25800.0,5,3,0,0.684,3,Email,1,1-30
KB-110953,Corporativo,Préstamo personal,Durazno,209950.0,32,2,167,479,52800.0,11,4,1,0.596,4,Llamada,1,31-60
KB-110954,Retail,Tarjeta de crédito,Salto,13330.0,171,5,165,598,56000.0,3,2,1,0.449,6,Llamada,1,91-180
KB-110955,Corporativo,Cuenta corriente,Canelones,244690.0,36,2,100,700,103300.0,6,2,1,0.637,0,WhatsApp,1,31-60
KB-110956,Retail,Crédito automotor,San José,30520.0,7,1,70,586,87000.0,4,1,0,0.7,4,WhatsApp,0,1-30
KB-110957,Retail,Crédito automotor,Montevideo,6740.0,26,1,42,435,109600.0,6,2,2,0.601,10,WhatsApp,1,1-30
KB-110958,Retail,Financiación retail,Montevideo,19760.0,19,1,58,593,125000.0,8,3,0,0.137,3,WhatsApp,1,1-30
KB-110959,Pyme,Préstamo personal,Montevideo,42930.0,11,1,159,386,49600.0,1,2,1,0.66,4,Email,1,1-30
KB-110960,Retail,Tarjeta de crédito,Montevideo,13540.0,20,1,39,586,25000.0,7,5,2,0.43,1,WhatsApp,1,1-30
KB-110961,Retail,Préstamo personal,Canelones,23120.0,204,7,142,521,19900.0,6,3,2,0.45,7,Email,0,180+
KB-110962,Retail,Préstamo personal,Montevideo,57050.0,110,4,53,458,34100.0,6,4,1,0.695,4,Email,1,91-180
KB-110963,Retail,Financiación retail,Montevideo,23700.0,110,3,128,655,78600.0,10,0,3,0.288,7,Email,1,91-180
KB-110964,Corporativo,Tarjeta de crédito,Montevideo,613480.0,103,4,95,612,31900.0,2,3,0,0.564,1,WhatsApp,1,91-180
KB-110965,Corporativo,Préstamo personal,Montevideo,925700.0,78,3,56,495,41200.0,6,1,0,0.4,8,Llamada,0,61-90
KB-110966,Retail,Financiación retail,Montevideo,13770.0,176,6,67,721,78700.0,11,3,2,0.99,7,Llamada,1,91-180
KB-110967,Corporativo,Microcrédito,San José,1563230.0,58,2,15,450,30200.0,2,4,3,0.627,6,WhatsApp,0,31-60
KB-110968,Retail,Crédito automotor,Treinta y Tres,8330.0,68,2,44,471,62200.0,3,1,0,0.355,1,WhatsApp,0,61-90
KB-110969,Retail,Crédito automotor,Montevideo,26490.0,15,1,89,527,24100.0,6,0,0,0.968,5,Llamada,1,1-30
KB-110970,Corporativo,Préstamo personal,Montevideo,1258930.0,46,1,91,555,98200.0,3,0,1,0.483,4,Email,0,31-60
KB-110971,Pyme,Préstamo personal,Colonia,62930.0,201,6,113,603,25900.0,12,3,0,0.514,5,WhatsApp,1,180+
KB-110972,Pyme,Financiación retail,Salto,151060.0,87,3,101,618,54000.0,9,5,1,0.85,1,WhatsApp,1,61-90
KB-110973,Pyme,Cuenta corriente,Durazno,149870.0,68,2,110,592,37200.0,5,5,0,0.397,5,WhatsApp,1,61-90
KB-110974,Retail,Préstamo personal,Canelones,78020.0,42,2,97,493,61700.0,5,3,1,0.472,4,WhatsApp,1,31-60
KB-110975,Retail,Tarjeta de crédito,Maldonado,78290.0,85,2,52,489,39800.0,5,5,1,0.531,2,Llamada,0,61-90
KB-110976,Corporativo,Préstamo personal,Montevideo,1555880.0,28,1,161,755,25700.0,9,3,1,0.699,3,Email,1,1-30
KB-110977,Pyme,Préstamo personal,Canelones,121180.0,121,4,18,779,57600.0,5,4,1,0.684,7,SMS,1,91-180
KB-110978,Retail,Tarjeta de crédito,Montevideo,24370.0,31,2,22,607,24300.0,2,5,1,0.736,5,Llamada,1,31-60
KB-110979,Pyme,Préstamo personal,Paysandú,1485130.0,80,2,7,652,26000.0,7,1,2,0.55,7,WhatsApp,0,61-90
KB-110980,Retail,Tarjeta de crédito,Canelones,43060.0,55,2,110,450,67100.0,4,1,0,0.521,7,WhatsApp,1,31-60
KB-110981,Pyme,Tarjeta de crédito,Montevideo,71100.0,230,8,89,479,28800.0,0,0,4,0.251,8,WhatsApp,0,180+
KB-110982,Retail,Cuenta corriente,Montevideo,34300.0,62,2,139,547,51700.0,9,5,1,0.73,3,Llamada,1,61-90
KB-110983,Retail,Tarjeta de crédito,Rocha,120850.0,76,2,92,470,26500.0,1,1,1,0.595,5,WhatsApp,0,61-90
KB-110984,Pyme,Crédito automotor,Montevideo,68840.0,29,1,115,550,38500.0,3,3,1,0.522,5,WhatsApp,1,1-30
KB-110985,Pyme,Financiación retail,Durazno,409990.0,101,3,114,474,65400.0,9,0,1,0.792,6,SMS,0,91-180
KB-110986,Retail,Préstamo personal,San José,29730.0,26,1,77,678,37500.0,4,2,0,0.563,5,Llamada,1,1-30
KB-110987,Retail,Microcrédito,San José,28870.0,84,2,93,363,67300.0,6,4,0,0.618,4,Email,0,61-90
KB-110988,Corporativo,Financiación retail,Maldonado,176200.0,36,1,1,533,51300.0,6,4,0,0.169,5,WhatsApp,1,31-60
KB-110989,Retail,Préstamo personal,Montevideo,71280.0,52,2,9,679,41700.0,10,0,0,0.764,4,WhatsApp,1,31-60
KB-110990,Retail,Tarjeta de crédito,Montevideo,7130.0,97,3,98,458,38100.0,5,5,4,0.867,6,WhatsApp,0,91-180
KB-110991,Retail,Préstamo personal,Montevideo,28770.0,166,6,117,648,81900.0,6,4,1,0.496,3,WhatsApp,0,91-180
KB-110992,Corporativo,Crédito automotor,Maldonado,253910.0,161,5,35,622,61500.0,7,4,0,0.72,6,Email,1,91-180
KB-110993,Pyme,Tarjeta de crédito,Montevideo,128380.0,50,2,105,864,31400.0,4,1,1,0.594,5,WhatsApp,1,31-60
KB-110994,Retail,Tarjeta de crédito,Montevideo,7600.0,127,4,122,762,35600.0,1,3,0,0.504,6,Llamada,1,91-180
KB-110995,Retail,Tarjeta de crédito,Montevideo,31740.0,254,9,16,538,28500.0,2,4,2,0.137,7,Llamada,0,180+
KB-110996,Retail,Cuenta corriente,Maldonado,28000.0,24,1,178,328,29900.0,5,4,3,0.449,5,Email,0,1-30
KB-110997,Pyme,Préstamo personal,Maldonado,74780.0,45,1,51,696,26100.0,6,0,2,0.366,4,WhatsApp,1,31-60
KB-110998,Retail,Préstamo personal,Maldonado,13290.0,9,1,28,617,77100.0,5,1,0,0.78,2,WhatsApp,1,1-30
KB-110999,Retail,Préstamo personal,Tacuarembó,24520.0,14,1,39,721,78000.0,5,5,0,0.484,5,Email,1,1-30
KB-111000,Pyme,Tarjeta de crédito,Montevideo,79060.0,129,4,106,578,57200.0,4,2,0,0.611,5,WhatsApp,0,91-180
KB-111001,Retail,Tarjeta de crédito,San José,43210.0,28,1,69,671,20700.0,5,0,1,0.273,2,WhatsApp,1,1-30
KB-111002,Retail,Tarjeta de crédito,Canelones,66340.0,30,2,7,762,53700.0,4,3,2,0.408,1,Llamada,1,1-30
KB-111003,Pyme,Microcrédito,San José,187820.0,73,3,8,487,60100.0,3,1,3,0.99,5,Llamada,0,61-90
KB-111004,Pyme,Préstamo personal,Colonia,283230.0,34,1,110,484,43100.0,5,5,0,0.538,5,WhatsApp,1,31-60
KB-111005,Retail,Financiación retail,Salto,33560.0,34,2,64,552,38400.0,4,0,1,0.665,2,WhatsApp,1,31-60
KB-111006,Retail,Cuenta corriente,Montevideo,70740.0,8,1,153,514,52100.0,4,2,2,0.623,2,Llamada,0,1-30
KB-111007,Corporativo,Cuenta corriente,Treinta y Tres,296440.0,24,1,135,556,43300.0,5,4,0,0.402,5,Llamada,1,1-30
KB-111008,Pyme,Microcrédito,Tacuarembó,142750.0,49,1,160,714,83900.0,4,1,1,0.642,5,WhatsApp,1,31-60
KB-111009,Retail,Préstamo personal,Canelones,26710.0,135,5,50,667,16600.0,6,1,4,0.554,5,WhatsApp,0,91-180
KB-111010,Corporativo,Tarjeta de crédito,Maldonado,122470.0,81,2,79,505,111000.0,7,2,2,0.767,7,WhatsApp,0,61-90
KB-111011,Retail,Préstamo personal,Maldonado,36750.0,22,1,31,840,32500.0,4,1,0,0.99,7,WhatsApp,1,1-30
KB-111012,Retail,Tarjeta de crédito,San José,28530.0,86,3,12,694,27900.0,7,1,4,0.662,6,SMS,0,61-90
KB-111013,Pyme,Financiación retail,Montevideo,160010.0,24,1,24,406,45000.0,5,2,0,0.741,6,WhatsApp,1,1-30
KB-111014,Corporativo,Tarjeta de crédito,Montevideo,506530.0,110,3,139,515,50400.0,3,2,1,0.442,9,WhatsApp,0,91-180
KB-111015,Retail,Microcrédito,Montevideo,39020.0,31,2,171,589,28000.0,4,0,3,0.624,4,WhatsApp,1,31-60
KB-111016,Retail,Tarjeta de crédito,Montevideo,26500.0,3,1,101,686,51700.0,5,1,2,0.791,3,SMS,1,1-30
KB-111017,Pyme,Financiación retail,Colonia,25900.0,105,3,76,698,42000.0,4,4,3,0.373,6,WhatsApp,1,91-180
KB-111018,Retail,Crédito automotor,Montevideo,12520.0,65,3,141,549,131400.0,7,2,1,0.526,8,WhatsApp,0,61-90
KB-111019,Retail,Tarjeta de crédito,Lavalleja,20910.0,71,2,1,823,84500.0,8,2,3,0.457,1,WhatsApp,0,61-90
KB-111020,Retail,Microcrédito,Cerro Largo,21410.0,32,1,154,535,23000.0,6,4,0,0.944,0,WhatsApp,1,31-60
KB-111021,Retail,Tarjeta de crédito,Maldonado,13930.0,26,1,43,528,80800.0,5,0,2,0.43,2,Email,0,1-30
KB-111022,Retail,Préstamo personal,Artigas,19870.0,19,1,72,905,46800.0,3,5,1,0.96,7,Llamada,1,1-30
KB-111023,Retail,Tarjeta de crédito,Canelones,62620.0,62,3,3,321,57600.0,5,4,3,0.29,6,Llamada,0,61-90
KB-111024,Retail,Tarjeta de crédito,Canelones,29540.0,72,3,75,418,20000.0,6,3,3,0.682,1,WhatsApp,0,61-90
KB-111025,Retail,Financiación retail,Montevideo,26680.0,41,1,160,498,21300.0,10,4,1,0.237,4,Llamada,1,31-60
KB-111026,Retail,Préstamo personal,San José,49400.0,43,2,139,719,17200.0,6,1,2,0.536,7,WhatsApp,1,31-60
KB-111027,Retail,Cuenta corriente,Montevideo,51410.0,225,7,159,638,27900.0,2,1,1,0.554,6,Llamada,0,180+
KB-111028,Retail,Financiación retail,Salto,22170.0,53,2,6,609,34400.0,7,0,1,0.421,3,WhatsApp,1,31-60
KB-111029,Retail,Microcrédito,Artigas,29770.0,18,1,49,464,40000.0,9,5,0,0.525,6,Llamada,1,1-30
KB-111030,Pyme,Préstamo personal,Maldonado,249450.0,84,3,62,715,95000.0,6,1,4,0.551,4,Llamada,0,61-90
KB-111031,Retail,Microcrédito,Montevideo,48350.0,21,1,3,541,34400.0,3,0,0,0.73,4,WhatsApp,1,1-30
KB-111032,Retail,Tarjeta de crédito,Canelones,22710.0,121,4,130,503,42800.0,8,0,1,0.483,2,Llamada,0,91-180
KB-111033,Corporativo,Microcrédito,Florida,573340.0,23,1,98,933,82000.0,3,0,1,0.533,2,WhatsApp,1,1-30
KB-111034,Retail,Préstamo personal,Salto,21290.0,227,7,123,518,50500.0,7,1,1,0.603,7,Email,0,180+
KB-111035,Corporativo,Tarjeta de crédito,Canelones,1875870.0,126,4,83,499,25000.0,3,4,0,0.463,6,Llamada,1,91-180
KB-111036,Pyme,Tarjeta de crédito,Montevideo,585670.0,7,1,146,414,46100.0,12,3,2,0.563,2,WhatsApp,1,1-30
KB-111037,Retail,Préstamo personal,Montevideo,30860.0,56,1,98,584,61000.0,12,5,1,0.794,5,WhatsApp,1,31-60
KB-111038,Retail,Tarjeta de crédito,Montevideo,48780.0,11,1,15,629,24500.0,7,3,1,0.651,4,WhatsApp,1,1-30
KB-111039,Retail,Financiación retail,Canelones,52840.0,51,1,47,602,145300.0,4,5,1,0.652,7,WhatsApp,1,31-60
KB-111040,Pyme,Microcrédito,Montevideo,225510.0,171,5,13,545,23500.0,7,1,0,0.361,2,Email,0,91-180
KB-111041,Pyme,Cuenta corriente,Río Negro,63590.0,53,1,161,736,41400.0,7,3,1,0.535,3,WhatsApp,1,31-60
KB-111042,Pyme,Cuenta corriente,Montevideo,58680.0,44,2,79,536,79700.0,6,0,2,0.54,3,Llamada,0,31-60
KB-111043,Corporativo,Tarjeta de crédito,Canelones,42290.0,102,4,36,527,138000.0,4,2,0,0.385,3,Llamada,1,91-180
KB-111044,Pyme,Crédito automotor,Montevideo,413340.0,32,2,100,669,47500.0,3,0,3,0.709,4,WhatsApp,0,31-60
KB-111045,Retail,Préstamo personal,Montevideo,31960.0,77,3,106,470,39300.0,10,0,3,0.263,7,Llamada,0,61-90
KB-111046,Retail,Préstamo personal,Montevideo,6150.0,39,1,65,440,40300.0,9,2,0,0.58,4,Llamada,0,31-60
KB-111047,Retail,Cuenta corriente,Canelones,25080.0,36,1,3,651,27600.0,9,0,0,0.495,3,Llamada,1,31-60
KB-111048,Retail,Préstamo personal,Salto,47990.0,19,1,159,615,113000.0,5,5,1,0.343,2,SMS,1,1-30
KB-111049,Pyme,Microcrédito,Canelones,107520.0,31,1,122,427,39700.0,7,1,0,0.316,3,Llamada,0,31-60
KB-111050,Pyme,Microcrédito,Montevideo,30260.0,16,1,91,613,98300.0,3,2,1,0.435,5,Email,1,1-30
KB-111051,Retail,Préstamo personal,San José,25520.0,54,1,116,460,78100.0,8,2,0,0.719,4,SMS,0,31-60
KB-111052,Corporativo,Financiación retail,Canelones,725540.0,12,1,145,685,72200.0,7,4,0,0.597,8,Llamada,1,1-30
KB-111053,Retail,Tarjeta de crédito,Flores,33600.0,81,2,70,734,27600.0,4,2,1,0.556,10,Llamada,1,61-90
KB-111054,Corporativo,Financiación retail,Canelones,249620.0,151,6,8,636,48300.0,5,3,4,0.569,7,Email,0,91-180
KB-111055,Retail,Microcrédito,Salto,16210.0,135,4,73,639,72000.0,5,1,1,0.496,5,WhatsApp,1,91-180
KB-111056,Retail,Cuenta corriente,Montevideo,21140.0,37,2,5,548,74300.0,5,5,1,0.174,5,Llamada,1,31-60
KB-111057,Corporativo,Microcrédito,Colonia,606150.0,49,1,67,445,56900.0,12,3,1,0.518,2,Llamada,0,31-60
KB-111058,Pyme,Tarjeta de crédito,Montevideo,89950.0,36,1,20,526,53300.0,6,4,0,0.765,2,Llamada,1,31-60
KB-111059,Retail,Préstamo personal,Canelones,5380.0,60,2,53,370,36200.0,9,1,0,0.574,7,Email,1,31-60
KB-111060,Retail,Financiación retail,Maldonado,15710.0,25,1,22,408,26800.0,3,3,2,0.714,2,WhatsApp,1,1-30
KB-111061,Retail,Crédito automotor,Tacuarembó,9130.0,113,3,123,486,31000.0,5,2,2,0.434,5,WhatsApp,1,91-180
KB-111062,Retail,Préstamo personal,Rocha,48890.0,180,7,128,492,29000.0,9,1,1,0.5,7,WhatsApp,0,91-180
KB-111063,Retail,Préstamo personal,Canelones,36020.0,156,6,170,437,34500.0,4,1,3,0.284,4,WhatsApp,0,91-180
KB-111064,Retail,Préstamo personal,Montevideo,50420.0,59,1,5,672,27500.0,4,1,4,0.173,5,Email,0,31-60
KB-111065,Retail,Tarjeta de crédito,Canelones,30260.0,121,5,137,500,63600.0,5,3,1,0.544,3,Llamada,1,91-180
KB-111066,Retail,Préstamo personal,Montevideo,65390.0,9,1,121,536,73600.0,5,0,1,0.667,4,Llamada,0,1-30
KB-111067,Retail,Préstamo personal,Salto,16380.0,39,2,63,522,145100.0,10,2,1,0.574,4,WhatsApp,1,31-60
KB-111068,Pyme,Préstamo personal,Florida,329710.0,10,1,40,829,73200.0,6,2,2,0.627,6,SMS,1,1-30
KB-111069,Retail,Préstamo personal,Montevideo,14890.0,136,4,37,372,83100.0,0,3,1,0.243,2,WhatsApp,0,91-180
KB-111070,Retail,Microcrédito,Montevideo,40840.0,37,2,139,487,77200.0,3,5,2,0.544,6,WhatsApp,1,31-60
KB-111071,Pyme,Tarjeta de crédito,Rivera,127740.0,21,1,12,754,91600.0,1,4,1,0.622,3,WhatsApp,1,1-30
KB-111072,Retail,Cuenta corriente,Montevideo,41940.0,21,1,38,635,56400.0,4,2,1,0.541,4,Email,1,1-30
KB-111073,Retail,Tarjeta de crédito,Canelones,39480.0,66,3,159,543,67200.0,8,3,1,0.682,2,Email,1,61-90
KB-111074,Corporativo,Crédito automotor,Rivera,1192810.0,81,3,9,663,49400.0,7,3,1,0.531,4,WhatsApp,1,61-90
KB-111075,Retail,Microcrédito,Colonia,36170.0,245,9,133,809,109800.0,8,4,0,0.823,6,Llamada,1,180+
KB-111076,Retail,Tarjeta de crédito,Montevideo,18390.0,313,10,29,570,29200.0,4,1,5,0.385,7,Email,0,180+
KB-111077,Retail,Préstamo personal,Canelones,38990.0,15,1,15,604,61300.0,9,1,0,0.769,2,Llamada,1,1-30
KB-111078,Pyme,Préstamo personal,San José,209060.0,70,3,28,923,29300.0,4,1,0,0.713,3,WhatsApp,1,61-90
KB-111079,Retail,Financiación retail,Florida,243750.0,16,1,68,472,31400.0,7,3,3,0.317,3,SMS,0,1-30
KB-111080,Pyme,Financiación retail,Canelones,136410.0,79,2,27,616,45500.0,3,3,0,0.737,8,Email,1,61-90
KB-111081,Retail,Microcrédito,Canelones,19660.0,16,1,34,432,29700.0,6,1,0,0.443,8,WhatsApp,1,1-30
KB-111082,Retail,Cuenta corriente,Montevideo,50860.0,122,4,105,396,102800.0,3,4,0,0.646,5,Llamada,1,91-180
KB-111083,Corporativo,Tarjeta de crédito,Montevideo,293010.0,36,2,79,665,23600.0,8,3,0,0.399,4,WhatsApp,1,31-60
KB-111084,Pyme,Tarjeta de crédito,Rocha,132230.0,67,3,1,429,60500.0,8,5,0,0.589,2,Llamada,1,61-90
KB-111085,Retail,Crédito automotor,Montevideo,25480.0,167,5,7,385,121900.0,8,4,2,0.692,3,WhatsApp,0,91-180
KB-111086,Retail,Cuenta corriente,Montevideo,26510.0,43,1,28,541,29400.0,2,4,0,0.972,4,Email,1,31-60
KB-111087,Retail,Crédito automotor,Montevideo,32500.0,194,7,42,496,25800.0,8,0,1,0.21,6,WhatsApp,0,180+
KB-111088,Retail,Crédito automotor,Montevideo,53880.0,157,6,48,419,54400.0,4,5,2,0.411,4,WhatsApp,0,91-180
KB-111089,Corporativo,Préstamo personal,Paysandú,141600.0,80,3,27,372,45400.0,4,0,1,0.476,4,WhatsApp,0,61-90
KB-111090,Retail,Crédito automotor,Canelones,14410.0,280,10,123,531,45500.0,3,3,1,0.358,9,Email,0,180+
KB-111091,Pyme,Préstamo personal,Montevideo,53580.0,67,2,175,662,42100.0,8,1,0,0.359,6,Llamada,0,61-90
